county,apiNum,operator,lease,well,type,typeDate,status,statusDate,currentPermit,latitude,longitude,elevation,depth,year
Clay                                    ,047-00178,EAST-WEST OIL CO.,CROW,1,Dry Hole                                                                        ,05jul1930,Abandoned                                                                       ,05jul1930,,39.37435,-94.58092000000001,940,600,1930
Clay                                    ,047-00179,EAST-WEST OIL CO.,LOWMAN,1,Dry Hole                                                                        ,02jun1930,Abandoned                                                                       ,02jun1930,,39.376502,-94.598423,932,746,1930
Clinton                                 ,049-00043,EAST-WEST OIL CO.,BANK (BRICKER),4,Oil                                                                             ,01jan1932,Abandoned                                                                       ,01jan1932,,39.54206,-94.45465,971,327,1932
Clinton                                 ,049-00097,EAST-WEST OIL CO.,FUNKHOUSER (BUNKER),1,"Gas(Convertional, Commercial)                                                   ",02aug1930,Abandoned                                                                       ,02aug1930,,39.53984,-94.456067,985,491,1930
Clinton                                 ,049-00098,EAST-WEST OIL CO.,PORTER,1,"Gas(Convertional, Commercial)                                                   ",28jul1930,Abandoned                                                                       ,28jul1930,,39.534177,-94.45994,953,580,1930
Adair                                   ,001-00003,"EDDINGTON, J. W.","CLARK, H. W.",1,Dry Hole                                                                        ,01jul1940,Abandoned                                                                       ,01jul1940,,40.28527,-92.49254000000001,962,625,1940
Adair                                   ,001-00005,"EDDINGTON, J. W.",CLARK,1-A,Dry Hole                                                                        ,01aug1940,Abandoned                                                                       ,01aug1940,,40.27686,-92.48511000000001,962,1247,1940
Adair                                   ,001-00006,"EDDINGTON, J. W.",CAPPS,1,Dry Hole                                                                        ,15aug1940,Abandoned                                                                       ,15aug1940,,40.30117,-92.6281,794,1163,1940
Bates                                   ,013-00109,"EDDINGTON, J. W.",BLAINE,1,"Gas(Convertional, Commercial)                                                   ",17jul1942,Abandoned                                                                       ,17jul1942,,38.3762,-94.39115,877,570,1942
Bates                                   ,013-00128,"EDDINGTON, J. W.","CIGGLE, HENRY",1,Dry Hole                                                                        ,15aug1942,Abandoned                                                                       ,15aug1942,,38.42352,-94.45274999999999,,904,1942
Butler                                  ,023-00010,EDER OIL CO.,FEE,,Dry Hole                                                                        ,15apr1955,Abandoned                                                                       ,15apr1955,,36.67016,-90.50381,399,160,1955
Wayne                                   ,223-00002,"EDGAR, L. D.","MANN, H.",1,Dry Hole                                                                        ,15aug1955,Abandoned                                                                       ,15aug1955,,36.96862,-90.53994,432,1000,1955
Jackson                                 ,095-00842,EDMONDSON,FEE,,Gas(Private Use)                                                                ,08aug1949,Abandoned                                                                       ,08aug1949,,38.94225,-94.21554,,163,1949
Bates                                   ,013-00103,"EGER, JOHN",ROBINSON,1,"Gas(Convertional, Commercial)                                                   ",15jun1904,Abandoned                                                                       ,15jun1904,,38.066279,-94.082527,753,1555,1904
Bates                                   ,013-00500,"EGER, JOHN",MIDKIFF,1,Dry Hole                                                                        ,25jul1940,Abandoned                                                                       ,25jul1940,,38.06589,-94.06404000000001,747,1227,1940
Platte                                  ,165-20067,"EHNEY, TED J. JR.",EXECUTIVE HILLS,1,Dry Hole                                                                        ,30may1984,Plugged - Approved                                                              ,04jun1984,30may1984,39.27833,-94.66995,1030,804,1984
Platte                                  ,165-20067,"EHNEY, TED J. JR.",EXECUTIVE HILLS,1,Dry Hole                                                                        ,30may1984,Plugged - Approved                                                              ,04jun1984,30may1984,39.27833,-94.66995,1030,804,1984
Platte                                  ,165-20068,"EHNEY, TED J. JR.",EXECUTIVE HILLS,2,Dry Hole                                                                        ,25jun1984,Plugged - Approved                                                              ,28jun1984,25jun1984,39.2758,-94.66888,1024,900,1984
Platte                                  ,165-20071,"EHNEY, TED J. JR.",EHNEY,1,Gas(Private Use)                                                                ,30dec1985,Abandoned                                                                       ,30dec1985,10dec1985,39.29355,-94.65593,1015,420,1985
Bates                                   ,013-00047,EICHNER,FEE,1,Gas(Private Use)                                                                ,19apr1937,Abandoned                                                                       ,19apr1937,,38.47125,-94.43692,877,108,1937
Bates                                   ,013-00066,EIDSON,FEE,1,Dry Hole                                                                        ,21sep1945,Abandoned                                                                       ,21sep1945,,38.36111,-94.09944,913,363,1945
Bates                                   ,013-00136,EIDSON,FEE,,Gas(Private Use)                                                                ,15nov1943,Abandoned                                                                       ,15nov1943,,38.37403,-94.11790000000001,943,360,1943
Jackson                                 ,095-01363,ELDRIDGE,FEE,1,Dry Hole                                                                        ,10may1930,Abandoned                                                                       ,10may1930,,39.01631,-94.35791999999999,784,410,1930
Vernon                                  ,217-21880,"ELECTROMAGNETIC ENERGY, INC.",LINNEMAN,IF-26A,Stratigraphic Test                                                              ,24oct1988,Abandoned                                                                       ,24oct1988,24oct1988,37.85968,-94.55811,766,,1988
Jackson                                 ,095-01033,ELLIOTT,WALKER,1,Gas(Private Use)                                                                ,22jan1934,Abandoned                                                                       ,22jan1934,,38.98813,-94.4708,1011,468,1934
Jackson                                 ,095-01139,ELLISON,FEE,1,Dry Hole                                                                        ,21nov1928,Abandoned                                                                       ,21nov1928,,38.96421,-94.46378,943,415,1928
Platte                                  ,165-00070,ELLISON & CLARK,"LINDOR, WM",1,Gas(Private Use)                                                                ,04may1936,Abandoned                                                                       ,04may1936,,39.16285,-94.64523,745,280,1936
Platte                                  ,165-00102,ELLISON & CLARK,"STILLWAGON, J.",1,Dry Hole                                                                        ,21may1936,Abandoned                                                                       ,21may1936,,39.16458,-94.6557,746,295,1936
Harrison                                ,081-00002,"ELWELL, H. V.","MAPLE, JOHN",1,Dry Hole                                                                        ,01oct1939,Abandoned                                                                       ,01oct1939,,40.19392,-93.81689,918,1907,1939
Sullivan                                ,211-00001,"ELWELL, H. V.",TAYLOR,1,Dry Hole                                                                        ,15aug1939,Abandoned                                                                       ,15aug1939,,40.19342,-93.2145,994,1740,1939
St. Charles                             ,183-00009,EMERSON & HEWITT,ECHELE,1,Dry Hole                                                                        ,30jul1930,Abandoned                                                                       ,30jul1930,,38.891762,-90.33117799999999,442,618,1930
Cass                                    ,037-20220,"EMERY ENERGY, INC.",JOHNSON TRUST,J-1,Gas(Private Use)                                                                ,09oct1981,Active Well                                                                     ,09oct1981,20oct1981,38.82268,-94.57621,1070,640,1981
Cass                                    ,037-20265,"EMERY ENERGY, INC.","RICKMAN, FRANCIS",R-1,Dry Hole                                                                        ,08feb1982,Plugged - Approved                                                              ,18dec1986,08feb1982,38.70895,-94.59921,940,683,1982
Jackson                                 ,095-01244,EMMANUEL,FEE,1,Gas(Private Use)                                                                ,01oct1928,Abandoned                                                                       ,01oct1928,,38.94934,-94.45589,943,396,1928
Jackson                                 ,095-01245,EMMANUEL,FEE,2,Gas(Private Use)                                                                ,08oct1928,Abandoned                                                                       ,08oct1928,,38.94758,-94.45827,947,400,1928
Cass                                    ,037-00036,ENDICOTT & JOHNSON,"LONG, DR.",1,Dry Hole                                                                        ,15jun1949,Abandoned                                                                       ,15jun1949,,38.57236,-94.59038,,,1949
Cass                                    ,037-00685,ENDICOTT & JOHNSON,"LONG, DR.",4,Oil                                                                             ,15dec1947,Abandoned                                                                       ,15dec1947,,38.57324,-94.58475,954,428,1947
Cass                                    ,037-00111,"ENDICOTT, B. F.",MILLER,1,Dry Hole                                                                        ,15jun1933,Abandoned                                                                       ,15jun1933,,38.54748,-94.5496,917,500,1933
Cass                                    ,037-00125,"ENDICOTT, B. F.","BUNDY, C. T.",2,Dry Hole                                                                        ,31mar1933,Abandoned                                                                       ,31mar1933,,38.55927,-94.56453,956,540,1933
Cass                                    ,037-00126,"ENDICOTT, B. F.","BUNDY, C. T.",4,Dry Hole                                                                        ,03jun1933,Abandoned                                                                       ,03jun1933,,38.56396,-94.55945,977,400,1933
Cass                                    ,037-00128,"ENDICOTT, B. F.","BUNDY, C. T.",1,"Gas(Convertional, Commercial)                                                   ",13apr1933,Abandoned                                                                       ,13apr1933,,38.55367,-94.56220500000001,973,338,1933
Cass                                    ,037-00283,"ENDICOTT, B. F.","SHALER, E. W.",3,"Gas(Convertional, Commercial)                                                   ",20mar1934,Abandoned                                                                       ,20mar1934,,38.58659,-94.554311,988,400,1934
Cass                                    ,037-00285,"ENDICOTT, B. F.",CASH,1,Dry Hole                                                                        ,18jun1933,Abandoned                                                                       ,18jun1933,,38.57669,-94.5821,970,520,1933
Cass                                    ,037-00286,"ENDICOTT, B. F.",CASH,2,Dry Hole                                                                        ,19may1936,Abandoned                                                                       ,19may1936,,38.575125,-94.587109,989,417,1936
Cass                                    ,037-00287,"ENDICOTT, B. F.",GUNN,1,Dry Hole                                                                        ,01jul1941,Abandoned                                                                       ,01jul1941,,38.57813,-94.58143,964,430,1941
Cass                                    ,037-00289,"ENDICOTT, B. F.",MUSICK,1,Dry Hole                                                                        ,15jun1941,Abandoned                                                                       ,15jun1941,,38.565273,-94.581936,929,369,1941
Cass                                    ,037-00290,"ENDICOTT, B. F.",MUSICK,3,Dry Hole                                                                        ,26sep1941,Abandoned                                                                       ,26sep1941,,38.573279,-94.58459000000001,951,410,1941
Cass                                    ,037-00291,"ENDICOTT, B. F.",MUSICK,2,Dry Hole                                                                        ,15jun1941,Abandoned                                                                       ,15jun1941,,38.571927,-94.583817,951,555,1941
Cass                                    ,037-00295,"ENDICOTT, B. F.",FRAKE,2,Dry Hole                                                                        ,19mar1935,Abandoned                                                                       ,19mar1935,,38.565189,-94.568883,939,385,1935
Cass                                    ,037-00296,"ENDICOTT, B. F.","DUNCAN, FRANK",1,"Gas(Convertional, Commercial)                                                   ",13dec1933,Abandoned                                                                       ,13dec1933,,38.572517,-94.559212,882,312,1933
Cass                                    ,037-00297,"ENDICOTT, B. F.","DUNCAN, FRANK",2,"Gas(Convertional, Commercial)                                                   ",20feb1934,Abandoned                                                                       ,20feb1934,,38.577675,-94.56147199999999,935,385,1934
Cass                                    ,037-00298,"ENDICOTT, B. F.","DUNCAN, FRANK",3,Oil                                                                             ,23jun1934,Abandoned                                                                       ,23jun1934,,38.574272,-94.55892,922,198,1934
Cass                                    ,037-00299,"ENDICOTT, B. F.","DUNCAN, FRANK",5,Dry Hole                                                                        ,29jul1934,Abandoned                                                                       ,29jul1934,,38.572681,-94.56152899999999,874,140,1934
Cass                                    ,037-00301,"ENDICOTT, B. F.","DUNCAN, FRANK",7,Oil                                                                             ,28apr1936,Abandoned                                                                       ,28apr1936,,38.572451,-94.559293,882,143,1936
Cass                                    ,037-00302,"ENDICOTT, B. F.","DUNCAN, FRANK",8,Oil                                                                             ,14jun1936,Abandoned                                                                       ,14jun1936,,38.572451,-94.559293,919,182,1936
Cass                                    ,037-00303,"ENDICOTT, B. F.","DUNCAN, FRANK",9,Oil                                                                             ,30jun1936,Abandoned                                                                       ,30jun1936,,38.572618,-94.561362,920,192,1936
Cass                                    ,037-00304,"ENDICOTT, B. F.",NELSON,1,"Gas(Convertional, Commercial)                                                   ",17apr1936,Abandoned                                                                       ,17apr1936,,38.570142,-94.55247,862,269,1936
Cass                                    ,037-00305,"ENDICOTT, B. F.",NELSON,2,"Gas(Convertional, Commercial)                                                   ",14aug1936,Abandoned                                                                       ,14aug1936,,38.57017,-94.550405,862,270,1936
Cass                                    ,037-00306,"ENDICOTT, B. F.","PARKS, DELLA",1,"Gas(Convertional, Commercial)                                                   ",30dec1933,Abandoned                                                                       ,30dec1933,,38.570403,-94.557266,862,283,1933
Cass                                    ,037-00309,"ENDICOTT, B. F.","SHALER, E. W.",1,"Gas(Convertional, Commercial)                                                   ",27dec1933,Abandoned                                                                       ,27dec1933,,38.57614,-94.55499500000001,885,441,1933
Cass                                    ,037-00310,"ENDICOTT, B. F.","SHALER, E. W.",5,Dry Hole                                                                        ,15aug1934,Abandoned                                                                       ,15aug1934,,38.573846,-94.556845,864,122,1934
Cass                                    ,037-00312,"ENDICOTT, B. F.","SHALER, E. W.",8,Oil                                                                             ,19jul1935,Abandoned                                                                       ,19jul1935,,38.573932,-94.555195,863,139,1935
Cass                                    ,037-00313,"ENDICOTT, B. F.","SHALER, E. W.",9,Dry Hole                                                                        ,29aug1935,Abandoned                                                                       ,29aug1935,,38.574166,-94.55710000000001,868,141,1935
Cass                                    ,037-00314,"ENDICOTT, B. F.","SHALER, E. W.",10,Oil                                                                             ,18sep1935,Abandoned                                                                       ,18sep1935,,38.572546,-94.55706499999999,861,285,1935
Cass                                    ,037-00315,"ENDICOTT, B. F.","SHALER, E. W.",11,Oil                                                                             ,28may1936,Abandoned                                                                       ,28may1936,,38.575984,-94.556974,883,139,1936
Cass                                    ,037-00316,"ENDICOTT, B. F.","SHALER, E. W.",12,Oil                                                                             ,03jun1936,Abandoned                                                                       ,03jun1936,,38.57595,-94.55466,874,132,1936
Cass                                    ,037-00329,"ENDICOTT, B. F.",VAN METER,1,Dry Hole                                                                        ,27jun1938,Abandoned                                                                       ,27jun1938,,38.601802,-94.532515,926,425,1938
Cass                                    ,037-00330,"ENDICOTT, B. F.","PARK, EARL",2,"Gas(Convertional, Commercial)                                                   ",15may1935,Abandoned                                                                       ,15may1935,,38.582954,-94.54977100000001,990,285,1935
Cass                                    ,037-00333,"ENDICOTT, B. F.","SHALER, E. W.",4,"Gas(Convertional, Commercial)                                                   ",03apr1934,Abandoned                                                                       ,03apr1934,,38.583384,-94.556473,989,428,1934
Cass                                    ,037-00335,"ENDICOTT, B. F.",MOORE,1,Dry Hole                                                                        ,21apr1948,Abandoned                                                                       ,21apr1948,,38.576879,-94.586899,948,420,1948
Cass                                    ,037-00338,"ENDICOTT, B. F.",FRAKE,1,"Gas(Convertional, Commercial)                                                   ",30nov1933,Abandoned                                                                       ,30nov1933,,38.570837,-94.573302,967,416,1933
Cass                                    ,037-00339,"ENDICOTT, B. F.","DUNCAN, FRANK",4,Dry Hole                                                                        ,04jul1934,Abandoned                                                                       ,04jul1934,,38.57765,-94.5621,953,390,1934
Cass                                    ,037-00681,"ENDICOTT, B. F.","PARK, EARL",1,Dry Hole                                                                        ,16dec1934,Abandoned                                                                       ,16dec1934,,38.58115,-94.54791,990,466,1934
Clinton                                 ,049-00104,"ENGLISH, PAUL B.","SELLE, TRUMAN",3,Dry Hole                                                                        ,15oct1934,Abandoned                                                                       ,15oct1934,,39.737567,-94.26465,1030,280,1934
Cass                                    ,037-20581,"ENLOW, LINDA C.",ENLOW,1,Gas(Private Use)                                                                ,13sep1994,Active Well                                                                     ,13sep1994,31aug1994,38.57084,-94.48117000000001,,480,1994
Jackson                                 ,095-00714,"ERBE, LEE",FEE,1,Dry Hole                                                                        ,05aug1929,Abandoned                                                                       ,05aug1929,,38.91335,-94.52065,1032,490,1929
McDonald                                ,119-00008,ERNEST,FEE,,Dry Hole                                                                        ,15sep1959,Abandoned                                                                       ,15sep1959,,36.67613,-94.27898,1293,380,1959
Jackson                                 ,095-00320,ERNI,FEE,1,"Gas(Convertional, Commercial)                                                   ",23jul1936,Abandoned                                                                       ,23jul1936,,39.15183,-94.3026,914,326,1936
Webster                                 ,225-00002,"ERNIE T. OIL, EXPL.",CLOUSE,1,Dry Hole                                                                        ,13sep1972,Abandoned                                                                       ,13sep1972,,37.23459,-92.9689,1350,1118,1972
Webster                                 ,225-20001,"ERNIE T. OIL, EXPL.","TESKE, CARL",22,Dry Hole                                                                        ,03feb1970,Plugged - Approved                                                              ,03feb1970,03feb1970,37.37779,-92.76767,1400,,1970
Webster                                 ,225-20002,"ERNIE T. OIL, EXPL.",CLOUSE,1,Water Well                                                                      ,17nov1971,Water Well Conversion                                                           ,14nov1977,17nov1971,37.23459,-92.9689,1350,,1971
Jackson                                 ,095-01293,ERVIN,FEE,2,Dry Hole                                                                        ,23apr1929,Abandoned                                                                       ,23apr1929,,38.93746,-94.47741000000001,961,435,1929
Bates                                   ,013-00060,"ERWIN, E. E.",FEE,,Gas(Private Use)                                                                ,19may1945,Abandoned                                                                       ,19may1945,,38.36317,-94.14731,941,344,1945
Jackson                                 ,095-01141,"ERWIN, E. E.",FEE,2,"Gas(Convertional, Commercial)                                                   ",14nov1928,Abandoned                                                                       ,14nov1928,,38.96202,-94.45292999999999,922,380,1928
Jackson                                 ,095-01142,"ERWIN, E. E.",FEE,2,Dry Hole                                                                        ,13mar1929,Abandoned                                                                       ,13mar1929,,38.96381,-94.45514,931,405,1929
Bates                                   ,013-00080,ESTES,FEE,1,"Gas(Convertional, Commercial)                                                   ",15aug1931,Abandoned                                                                       ,15aug1931,,38.383508,-94.48323600000001,853,340,1931
Jackson                                 ,095-01578,ESTES,FEE,,Dry Hole                                                                        ,15may1931,Abandoned                                                                       ,15may1931,,39.09951,-94.53496,844,432,1931
Jackson                                 ,095-01565,"EUBANKS, DR. A. E.",FEE,1,Gas(Private Use)                                                                ,07dec1933,Abandoned                                                                       ,07dec1933,,39.0205,-94.42195,915,503,1933
Caldwell                                ,025-00013,EVANS,"VAN OLINDA, J. W.",1,Dry Hole                                                                        ,05oct1940,Abandoned                                                                       ,05oct1940,,39.55302,-94.11863,1023,410,1940
Caldwell                                ,025-00014,EVANS,"MINGER, MATTIE",1,Dry Hole                                                                        ,14oct1940,Abandoned                                                                       ,14oct1940,,39.52656,-94.0767,969,365,1940
Caldwell                                ,025-00015,EVANS,PETTY,1,Dry Hole                                                                        ,21oct1940,Abandoned                                                                       ,21oct1940,,39.53963,-94.11649,1014,695,1940
Caldwell                                ,025-00016,EVANS,"ARNOTE, CLARENCE",2,"Gas(Convertional, Commercial)                                                   ",20jul1940,Abandoned                                                                       ,20jul1940,,39.5386,-94.09891,1027,413,1940
Caldwell                                ,025-00018,EVANS,"LEAMER, C.",1,"Gas(Convertional, Commercial)                                                   ",18sep1940,Abandoned                                                                       ,18sep1940,,39.52774,-94.09439999999999,1011,384,1940
Caldwell                                ,025-00019,EVANS,"ARNOTE, CLARENCE",1,"Gas(Convertional, Commercial)                                                   ",15jul1940,Abandoned                                                                       ,15jul1940,,39.55203,-94.10007,1022,414,1940
Caldwell                                ,025-00073,EVANS,"ARNOTE, WESLEY A.",1,"Gas(Convertional, Commercial)                                                   ",15aug1940,Abandoned                                                                       ,15aug1940,,39.53606,-94.10025,1016,425,1940
Caldwell                                ,025-00086,EVANS,"MCCULLOUGH, R. H.",1,"Gas(Convertional, Commercial)                                                   ",15nov1940,Abandoned                                                                       ,15nov1940,,39.53538,-94.05537,1016,408,1940
Caldwell                                ,025-00091,EVANS,"THOMPSON, G. E.",1,"Gas(Convertional, Commercial)                                                   ",15oct1940,Abandoned                                                                       ,15oct1940,,39.53588,-94.09323999999999,1021,412,1940
Caldwell                                ,025-00092,EVANS,LEAMER & IVEY,3,Dry Hole                                                                        ,05nov1940,Abandoned                                                                       ,05nov1940,,39.52874,-94.08623,1028,440,1940
Caldwell                                ,025-00113,EVANS,"LEAMER, J. F.",1,Dry Hole                                                                        ,30nov1940,Abandoned                                                                       ,30nov1940,,39.530695,-94.047183,1000,387,1940
McDonald                                ,119-00002,EVANS,FEE,1,Dry Hole                                                                        ,28nov1956,Abandoned                                                                       ,28nov1956,,36.57586,-94.58781999999999,1013,1505,1956
Bates                                   ,013-20059,"EVANS, DOUGLAS G.",CUSHARD,1,Dry Hole                                                                        ,16mar1992,Plugged - Approved                                                              ,16mar1992,04mar1992,38.33034,-94.37945000000001,838,642,1992
Clay                                    ,047-00034,EVANS-GARTH,"EVANS, J. M.",1,Oil                                                                             ,01jun1908,Abandoned                                                                       ,01jun1908,,39.167707,-94.575672,866,329,1908
Clinton                                 ,049-00078,EVERETT QUARRY CO.,FEE,1,Dry Hole                                                                        ,07oct1949,Abandoned                                                                       ,07oct1949,,39.56487,-94.42386999999999,961,617,1949
Clinton                                 ,049-00079,EVERETT QUARRY CO.,FEE,2,Dry Hole                                                                        ,15oct1949,Abandoned                                                                       ,15oct1949,,39.56487,-94.42386999999999,961,638,1949
Jackson                                 ,095-01631,EVERETT QUARRY CO.,FEE,,Gas(Private Use)                                                                ,17mar1932,Abandoned                                                                       ,17mar1932,,39.02703,-94.59399000000001,941,611,1932
Holt                                    ,087-00007,"EVERITT, J. H.","SPRING, FRED",1,Dry Hole                                                                        ,10jul1939,Abandoned                                                                       ,10jul1939,,40.14691,-95.23768,998,2862,1939
Jackson                                 ,095-01319,EXCELSIOR POWDER,FEE,1,Stratigraphic Test                                                              ,20jul1928,Abandoned                                                                       ,20jul1928,,38.94693,-94.53267,879,580,1928
Platte                                  ,165-20014,EX-PLO-MO OIL CO.,DUNAGAN,2,Dry Hole                                                                        ,08jun1981,Plugged - Approved                                                              ,16jul1981,08jun1981,39.18271,-94.76504,755,302,1981
Platte                                  ,165-20017,EX-PLO-MO OIL CO.,DUNAGAN,1,Dry Hole                                                                        ,18jun1981,Plugged - Approved                                                              ,16jul1981,18jun1981,39.18051,-94.75884000000001,755,482,1981
Putnam                                  ,171-20002,F.H.C. OIL CO.,"MORROW, M. V.",1,Water Well                                                                      ,18dec1973,Water Well Conversion                                                           ,07aug2013,18dec1973,40.49259,-92.82871,850,1097,1973
Putnam                                  ,171-20003,F.H.C. OIL CO.,HUTCHISON,3,Dry Hole                                                                        ,18dec1973,Plugged - Approved                                                              ,07nov1987,18dec1973,40.54619,-92.85299999999999,950,450,1973
Putnam                                  ,171-20004,F.H.C. OIL CO.,MUSGROVE,2,Dry Hole                                                                        ,18dec1973,Plugged - Approved                                                              ,13feb1974,18dec1973,40.55048,-92.81629,1010,1215,1973
Putnam                                  ,171-20005,F.H.C. OIL CO.,MUSGROVE,3,Dry Hole                                                                        ,13aug1974,Temporarily Abandoned(Idle)                                                     ,13aug1974,13aug1974,40.54994,-92.81683,1000,1300,1974
Marion                                  ,127-00002,FABIUS RIVER DEVELOP. CO.,"TATE, CHARLES",1,Dry Hole                                                                        ,01jun1938,Abandoned                                                                       ,01jun1938,,39.89419,-91.55540999999999,492,690,1938
Platte                                  ,165-20079,"FAIRWAY PETROLEUM, INC.","DUNAGAN, W. N.",1,Dry Hole                                                                        ,15dec1986,Plugged - Approved                                                              ,30dec1986,15dec1986,39.23059,-94.79864000000001,749,1300,1986
Platte                                  ,165-20080,"FAIRWAY PETROLEUM, INC.",JOHNSTON,1,Dry Hole                                                                        ,14oct1987,Plugged - Approved                                                              ,14oct1987,18sep1987,39.3015,-94.85551,760,1224,1987
Jackson                                 ,095-00893,"FANN, C. P.",FEE,1,Gas(Private Use)                                                                ,03jan1930,Abandoned                                                                       ,03jan1930,,38.97807,-94.29897,840,280,1930
Johnson                                 ,101-00001,FARRAR & HOPP,BATSELL,1,Oil                                                                             ,21apr1939,Abandoned                                                                       ,21apr1939,,38.76876,-93.99636,837,461,1939
Johnson                                 ,101-00002,FARRAR & HOPP,ROBERTS,1,Dry Hole                                                                        ,02may1939,Abandoned                                                                       ,02may1939,,38.77215,-93.98936999999999,817,280,1939
Johnson                                 ,101-00003,FARRAR & HOPP,"GARD, W. K.",1,Dry Hole                                                                        ,08apr1939,Abandoned                                                                       ,08apr1939,,38.78362,-94.02552,821,460,1939
Lincoln                                 ,113-00002,FAUSEK,FEE,4,Oil                                                                             ,15sep1944,Abandoned                                                                       ,15sep1944,,39.20499,-91.00364999999999,801,2491,1944
Lincoln                                 ,113-00003,FAUSEK,FEE,3,Dry Hole                                                                        ,01jun1943,Abandoned                                                                       ,01jun1943,,39.20351,-90.99861,805,815,1943
Ray                                     ,177-00004,"FEATHERLIN, BERT",PENNY,1,Dry Hole                                                                        ,22jul1939,Abandoned                                                                       ,22jul1939,,39.43575,-93.87836,943,289,1939
Jackson                                 ,095-01091,FEHRMAN,FEE,2,Gas(Private Use)                                                                ,15feb1929,Abandoned                                                                       ,15feb1929,,38.98657,-94.47279,1007,463,1929
Cape Girardeau                          ,031-00002,"FELDEN, FRANK G.",WALKER,1,Dry Hole                                                                        ,01sep1962,Abandoned                                                                       ,01sep1962,,37.39205,-89.4837,392,1270,1962
Bates                                   ,013-00079,FELL & BRECKLEIN,RUFF,C1,Dry Hole                                                                        ,15jun1955,Abandoned                                                                       ,15jun1955,,38.380493,-94.479923,862,418,1955
Bates                                   ,013-00110,FELL & BRECKLEIN,"SELMER, WM",,"Gas(Convertional, Commercial)                                                   ",15jun1955,Abandoned                                                                       ,15jun1955,,38.36732,-94.48584,860,244,1955
Bates                                   ,013-00111,FELL & BRECKLEIN,"REYNOLDS, W. T.",,"Gas(Convertional, Commercial)                                                   ",15jun1955,Abandoned                                                                       ,15jun1955,,38.37564,-94.48411,862,410,1955
Clinton                                 ,049-00003,"FELL, CLARENCE","KIMES, DR.",2,"Gas(Convertional, Commercial)                                                   ",03jan1957,Abandoned                                                                       ,03jan1957,,39.62841,-94.2724,1050,381,1957
Clinton                                 ,049-00004,"FELL, CLARENCE","KIMES, DR.",1,"Gas(Convertional, Commercial)                                                   ",03jan1957,Abandoned                                                                       ,03jan1957,,39.6284,-94.27370999999999,1080,450,1957
Clinton                                 ,049-00005,"FELL, CLARENCE",HARPER,3,"Gas(Convertional, Commercial)                                                   ",03jan1957,Abandoned                                                                       ,03jan1957,,39.6357,-94.27467,920,321,1957
Clinton                                 ,049-00015,"FELL, CLARENCE","GALL, FRANK",1,"Gas(Convertional, Commercial)                                                   ",06jun1952,Abandoned                                                                       ,06jun1952,,39.60932,-94.25162,1029,674,1952
Clinton                                 ,049-00016,"FELL, CLARENCE","BACON, LLOYD",1,Dry Hole                                                                        ,30jun1952,Abandoned                                                                       ,30jun1952,,39.6905,-94.27746999999999,987,525,1952
Clinton                                 ,049-00017,"FELL, CLARENCE","ELLIOTT, BRYAN",1,Dry Hole                                                                        ,12jul1952,Abandoned                                                                       ,12jul1952,,39.66316,-94.26266,941,475,1952
Clinton                                 ,049-00018,"FELL, CLARENCE",HARPER,2,"Gas(Convertional, Commercial)                                                   ",13aug1952,Abandoned                                                                       ,13aug1952,,39.63497,-94.27342,918,405,1952
Clinton                                 ,049-00019,"FELL, CLARENCE",HARPER-WHITAKER,1,"Gas(Convertional, Commercial)                                                   ",13jan1952,Abandoned                                                                       ,13jan1952,,39.63128,-94.27349,976,1760,1952
Clinton                                 ,049-00020,"FELL, CLARENCE","DEAVER, ARTHUR",1,"Gas(Convertional, Commercial)                                                   ",01jan1954,Abandoned                                                                       ,01jan1954,,39.6219,-94.36694,1011,1800,1954
Clinton                                 ,049-00026,"FELL, CLARENCE","CHASE, EMORY",1,Dry Hole                                                                        ,02jul1952,Abandoned                                                                       ,02jul1952,,39.60686,-94.27195,1010,510,1952
Clinton                                 ,049-00031,"FELL, CLARENCE","GALL, FRANK",2,"Gas(Convertional, Commercial)                                                   ",19jun1952,Abandoned                                                                       ,19jun1952,,39.60868,-94.27186,1006,510,1952
Clinton                                 ,049-00032,"FELL, CLARENCE",STANTON,1,"Gas(Convertional, Commercial)                                                   ",20jul1952,Abandoned                                                                       ,20jul1952,,39.6523,-94.26751,905,425,1952
Clinton                                 ,049-00034,"FELL, CLARENCE","KELLUM, MARTIN",1,"Gas(Convertional, Commercial)                                                   ",29may1952,Abandoned                                                                       ,29may1952,,39.64312,-94.27473999999999,913,455,1952
Clinton                                 ,049-00036,"FELL, CLARENCE",KIRKWOOD,1,"Gas(Convertional, Commercial)                                                   ",10jun1952,Abandoned                                                                       ,10jun1952,,39.62116,-94.27267999999999,967,464,1952
Clinton                                 ,049-00039,"FELL, CLARENCE","BARRY, LYNN",1,Dry Hole                                                                        ,28may1952,Abandoned                                                                       ,28may1952,,39.68953,-94.28206,962,680,1952
Platte                                  ,165-00007,"FELL, CLARENCE",KLAN,1,Dry Hole                                                                        ,01oct1945,Abandoned                                                                       ,01oct1945,,39.21142,-94.64181000000001,981,1750,1945
Platte                                  ,165-00032,"FELL, CLARENCE",MILLER,1,Gas(Private Use)                                                                ,17nov1950,Abandoned                                                                       ,17nov1950,,39.19557,-94.69839,986,982,1950
Platte                                  ,165-00058,"FELL, CLARENCE",PARK COLLEGE,2,Dry Hole                                                                        ,13apr1942,Abandoned                                                                       ,13apr1942,,39.18072,-94.66113,753,398,1942
